ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
00000000.000112d4fd06,0.0,2.0,388.0,0.0,194.0,194.0,194.0,0.0,0.0,0.0,2.384185791015625e-06,2.384185791015625e-06,2.384185791015625e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.000123adbd47,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.000134cfcf3e,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,0.0,0.0,0.0,0.0,0.0,0
00000000.000136594ba5,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.000136cc9b7e,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.00015bcfaf9a,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.00016baac013,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.00016baacc7a,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,4.1961669921875e-05,4.1961669921875e-05,4.1961669921875e-05,0.0,0.0,0.0,0.0,0.0,0
00000000.00016baad44a,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,3.5762786865234375e-06,3.5762786865234375e-06,3.5762786865234375e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.00016baae3c1,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,4.2438507080078125e-05,4.2438507080078125e-05,4.2438507080078125e-05,0.0,0.0,0.0,0.0,0.0,0
00000000.0001b9233e7f,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.0001b9233ecd,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.0001b9233f25,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,4.792213439941406e-05,4.792213439941406e-05,4.792213439941406e-05,0.0,0.0,0.0,0.0,0.0,0
00000000.0001b9233f92,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.0001c4342b76,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,0.0,0.0,0.0,0.0,0.0,0
00000000.0001c4342b78,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.0001cdb97997,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,3.0994415283203125e-06,3.0994415283203125e-06,3.0994415283203125e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.00024706a5c8,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0,0.0,0.0,0.0,0.0,0
00000000.0002bf60f9c5,0.0,2.0,964.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,0.0,0.0,0.0,0
