ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
147.32.84.165,14,28.0,2144.0,4872,60.0,127.0,76.57142857142857,348.0,27.12853980511431,274.4081743568259,3.814697265625e-06,37.94526505470276,1.48262447781033,7.151525054382819,0.03116297721862793,38.11453199386597,3.0662900667924147,10.117854093837945,1
147.32.84.191,8,16.0,1424.0,4528,60.0,127.0,89.0,566.0,30.66376797894653,409.8961540962017,1.0251998901367188e-05,38.23992109298706,2.6461745421091716,9.513666306937111,0.12923121452331543,38.40995717048645,5.6460471493857245,13.376009868823822,1
147.32.84.192,15,30.0,2264.0,4902,60.0,127.0,75.46666666666667,326.8,26.511849443589192,324.2598605175441,1.1920928955078125e-05,37.797281980514526,1.381566516284285,6.882553927217025,0.015547752380371094,37.982014894485474,2.848575626100813,9.744591203665895,1
147.32.84.193,18,38.0,4308.0,5519,60.0,233.0,113.36842105263158,306.6111111111111,47.97320257192668,336.774691463681,1.1682510375976562e-05,8.66415023803711,1.355986840016133,2.510294609316998,0.050163984298706055,8.663734912872314,2.6727082869585823,3.0691968731554047,1
147.32.84.204,15,30.0,2264.0,4902,60.0,127.0,75.46666666666667,326.8,26.511849443589192,324.2598605175441,7.152557373046875e-06,37.797462940216064,1.381537174356395,6.8825934484123845,0.015438318252563477,37.9823899269104,2.848550404821123,9.744702612814867,1
147.32.84.205,10,20.0,1664.0,4632,60.0,127.0,83.2,463.2,29.73142940958007,393.6407837949044,1.1682510375976562e-05,38.2422559261322,2.07987390066448,8.524021948900293,0.034567832946777344,38.40820002555847,4.372430668936835,12.033698324098687,1
147.32.84.206,13,28.0,2490.0,4798,60.0,233.0,88.92857142857143,369.0769230769231,48.68106984081759,268.05206631624804,1.0013580322265625e-05,37.940770864486694,1.8567053388666224,7.330700017102881,0.03665924072265625,38.10504221916199,3.313590347766876,10.490344051196812,1
147.32.84.207,10,20.0,1664.0,4636,60.0,127.0,83.2,463.6,29.73142940958007,370.8450410136887,6.9141387939453125e-06,38.30772113800049,2.0816932100998726,8.538992298309804,0.0343623161315918,38.47341179847717,4.376294639375475,12.055361054182875,1
147.32.84.208,14,30.0,2630.0,4848,60.0,243.0,87.66666666666667,346.2857142857143,49.67989486726988,227.88675614518195,1.1920928955078125e-05,27.4087872505188,1.381541317906873,5.26739504607052,0.041031837463378906,37.97263717651367,3.0696558402134824,10.075967593108723,1
147.32.84.209,13,28.0,2510.0,4798,60.0,243.0,89.64285714285714,369.0769230769231,50.89365403627471,230.24387850656007,7.152557373046875e-06,37.950287103652954,1.8048089610205755,7.278008480468924,0.0355067253112793,38.115132093429565,3.313559333483378,10.493420702359964,1
