ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
147.32.84.165,7,14.0,1068.0,2418,60.0,126.0,76.28571428571429,345.42857142857144,27.184352318733126,260.27028076140203,6.198883056640625e-06,0.20061492919921875,0.08041330484243539,0.0935002086695341,0.030945539474487305,0.2565598487854004,0.14600801467895508,0.07843890512371199,1
147.32.84.191,4,8.0,708.0,2246,60.0,126.0,88.5,561.5,31.218126602527395,622.7966495307008,1.1920928955078125e-05,0.3010368347167969,0.10468925748552595,0.1294767775532964,0.12924790382385254,0.2875850200653076,0.18716557820638022,0.0712856262925352,1
147.32.84.192,7,14.0,1068.0,2406,60.0,126.0,76.28571428571429,343.7142857142857,27.184352318733126,378.199997481806,1.1682510375976562e-05,0.2106480598449707,0.0815721475161039,0.09639943751599128,0.017520904541015625,0.25638484954833984,0.14577666918436685,0.08749221771376059,1
147.32.84.193,7,14.0,1242.0,2471,60.0,147.0,88.71428571428571,353.0,36.0713578500014,275.2259677670938,1.0013580322265625e-05,13.52880573272705,1.1156726066882794,3.5847932466372563,0.050401926040649414,13.678931951522827,2.417383352915446,5.036882165769183,1
147.32.84.204,7,14.0,1068.0,2406,60.0,126.0,76.28571428571429,343.7142857142857,27.184352318733126,329.51363870898894,5.9604644775390625e-06,0.2107863426208496,0.08151092896094689,0.09632091263652778,0.017223119735717773,0.25609493255615234,0.14573268095652261,0.08725209973666011,1
147.32.84.205,6,10.0,828.0,2352,60.0,126.0,82.8,392.0,30.039973368829752,552.4813119011357,1.1920928955078125e-05,0.2082810401916504,0.0623574521806505,0.08339857536433896,0.03422689437866211,0.2081441879272461,0.07913823127746582,0.06603045116396848,1
147.32.84.206,7,14.0,1068.0,2408,60.0,126.0,76.28571428571429,344.0,27.184352318733126,328.91285573334875,1.1682510375976562e-05,0.20038795471191406,0.07963116352374737,0.09449316382027632,0.03665590286254883,0.261368989944458,0.14526251951853433,0.08230974173309075,1
147.32.84.207,7,14.0,1434.0,2408,60.0,243.0,102.42857142857143,344.0,65.10076720062438,516.4316669867047,6.67572021484375e-06,11.957320213317871,0.9733564670269306,3.1716920123467203,0.033881425857543945,0.1863250732421875,0.08846036593119304,0.06082424720856173,1
147.32.84.208,7,14.0,1068.0,2406,60.0,126.0,76.28571428571429,343.7142857142857,27.184352318733126,336.5539651060011,1.2636184692382812e-05,0.2189631462097168,0.08159509071936974,0.0974240072215554,0.04093313217163086,0.2354109287261963,0.15042916933695474,0.08012415166734035,1
147.32.84.209,6,12.0,948.0,2354,60.0,126.0,79.0,392.3333333333333,28.58480206492445,320.4994019755211,1.0967254638671875e-05,0.3002476692199707,0.08448381857438521,0.10738899425773836,0.03673887252807617,0.27617883682250977,0.15278139114379882,0.09575619468569867,1
147.32.84.255,2,0.0,0.0,486,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,0.0,0
