ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
Cisco_db:19:c3,20,10,600,1200,60,60,60.0,60.0,0.0,0.0,9.298324584960938e-05,0.002376079559326172,0.0006610022650824653,0.0008715775523849755,2.1457672119140625e-06,0.0022683143615722656,0.000308990478515625,0.0006772902936770175,0
PcsCompu_17:ba:94,1,2,120,60,60,60,60.0,60.0,0.0,0.0,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_1f:65:4a,1,2,120,60,60,60,60.0,60.0,0.0,0.0,6.198883056640625e-06,6.198883056640625e-06,6.198883056640625e-06,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_54:b4:1b,1,2,120,60,60,60,60.0,60.0,0.0,0.0,1.6689300537109375e-05,1.6689300537109375e-05,1.6689300537109375e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_72:52:25,1,2,120,60,60,60,60.0,60.0,0.0,0.0,2.4318695068359375e-05,2.4318695068359375e-05,2.4318695068359375e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_a6:78:09,1,2,120,60,60,60,60.0,60.0,0.0,0.0,2.1457672119140625e-06,2.1457672119140625e-06,2.1457672119140625e-06,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_b5:b7:19,1,2,120,60,60,60,60.0,60.0,0.0,0.0,1.2874603271484375e-05,1.2874603271484375e-05,1.2874603271484375e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_c3:c0:c5,1,2,120,60,60,60,60.0,60.0,0.0,0.0,6.723403930664062e-05,6.723403930664062e-05,6.723403930664062e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_e1:08:45,1,2,120,60,60,60,60.0,60.0,0.0,0.0,1.6927719116210938e-05,1.6927719116210938e-05,1.6927719116210938e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_e2:09:2d,1,2,120,60,60,60,60.0,60.0,0.0,0.0,1.4781951904296875e-05,1.4781951904296875e-05,1.4781951904296875e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_eb:65:a9,1,2,120,60,60,60,60.0,60.0,0.0,0.0,6.9141387939453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,0.0,0.0,0.0,0.0,0.0,0
