ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
192.168.50.14,1.0,2.0,321.0,162.0,78.0,243.0,160.5,162.0,116.67261889578035,0.0,5.259997844696045,5.259997844696045,5.259997844696045,0.0,0.0,0.0,0.0,0.0,1
192.168.50.15,1.0,1.0,76.0,160.0,76.0,76.0,76.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.50.16,0.0,1.0,243.0,0.0,243.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.50.17,10.0,13.0,1062.0,2692.0,72.0,89.0,81.6923076923077,269.2,5.893281702987692,77.94699053416579,0.0014395713806152344,11.991777181625366,2.1861448287963867,3.3857472356759692,0.001382589340209961,11.991663217544556,3.1198133097754583,4.513970745336363,1
192.168.50.18,1.0,1.0,80.0,164.0,80.0,80.0,80.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.50.19,0.0,2.0,352.0,0.0,176.0,176.0,176.0,0.0,0.0,0.0,1.5974044799804688e-05,1.5974044799804688e-05,1.5974044799804688e-05,0.0,0.0,0.0,0.0,0.0,0
192.168.50.255,6.0,0.0,0.0,938.0,0.0,0.0,0.0,156.33333333333334,0.0,74.59937443884277,0.0,0.0,0.0,0.0,0.7586503028869629,10.39864206314087,4.188658952713013,3.9427650217996786,0
192.168.50.30,1.0,1.0,79.0,163.0,79.0,79.0,79.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.50.31,4.0,4.0,325.0,1090.0,79.0,83.0,81.25,272.5,2.0615528128088303,73.01369734508724,0.21841216087341309,9.19027590751648,5.078495979309082,3.700770532936811,0.2183823585510254,9.177854061126709,5.074360132217407,3.6961878785021107,1
192.168.50.32,1.0,1.0,74.0,158.0,74.0,74.0,74.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.50.34,1.0,1.0,76.0,160.0,76.0,76.0,76.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192.168.50.50,2.0,7.0,578.0,607.0,64.0,92.0,82.57142857142857,303.5,12.882250616735432,127.9863273947651,0.00044989585876464844,1.768239974975586,0.5991876920064291,0.6029695557449521,0.062099456787109375,0.062099456787109375,0.062099456787109375,0.0,0
192.168.50.51,1.0,0.0,0.0,349.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192.168.50.88,56.0,64.0,8960.0,9839.0,66.0,394.0,140.0,175.69642857142858,96.16272584151221,189.94697055593338,9.584426879882812e-05,7.526731967926025,0.4607902822040376,1.1342010710189159,0.0003261566162109375,7.526825904846191,0.5065826979550448,1.18229383747381,0
224.0.0.252,2.0,0.0,0.0,128.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024940013885498,0.1024940013885498,0.1024940013885498,0.0,0
255.255.255.255,1.0,0.0,0.0,176.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.8.8.8,41.0,31.0,7815.0,3255.0,66.0,593.0,252.09677419354838,79.39024390243902,229.379504292008,14.051473319158548,0.0003261566162109375,8.62030577659607,0.8748737414677937,1.7802194108558644,9.584426879882812e-05,8.627469778060913,0.6561416208744049,1.5983785038724456,0
Broadcast,50.0,0.0,0.0,3000.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008088827133178711,2.7432169914245605,0.5817784289924466,0.5817648443987985,0
PcsCompu_01:27:d4,1.0,1.0,60.0,42.0,60.0,60.0,60.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_29:6f:96,1.0,1.0,60.0,42.0,60.0,60.0,60.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_5b:ee:bf,0.0,1.0,60.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_67:29:91,1.0,5.0,300.0,42.0,60.0,60.0,60.0,42.0,0.0,0.0,0.4831061363220215,2.5310750007629395,1.246029019355774,0.769774472264491,0.0,0.0,0.0,0.0,0
PcsCompu_6a:51:b7,1.0,5.0,300.0,42.0,60.0,60.0,60.0,42.0,0.0,0.0,0.32619571685791016,2.67136812210083,1.2063941955566406,0.8812946245679875,0.0,0.0,0.0,0.0,0
PcsCompu_8a:38:fd,1.0,19.0,1140.0,42.0,60.0,60.0,60.0,42.0,0.0,0.0,0.15753173828125,7.173440933227539,1.2604601383209229,1.4605625657791377,0.0,0.0,0.0,0.0,0
PcsCompu_96:32:51,1.0,1.0,60.0,42.0,60.0,60.0,60.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_bc:f8:e2,1.0,3.0,180.0,42.0,60.0,60.0,60.0,42.0,0.0,0.0,8.991014957427979,9.184189081192017,9.087602019309998,0.09658706188201904,0.0,0.0,0.0,0.0,0
PcsCompu_bf:4f:eb,0.0,2.0,120.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,8.898080825805664,8.898080825805664,8.898080825805664,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_e7:4b:ea,0.0,3.0,180.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,8.959131002426147,12.040719747543335,10.499925374984741,1.5407943725585938,0.0,0.0,0.0,0.0,0
PcsCompu_e8:fe:87,6.0,9.0,378.0,360.0,42.0,42.0,42.0,60.0,0.0,0.0,0.08168792724609375,7.0097856521606445,2.5990610122680664,2.416921559139149,0.0819540023803711,12.808696031570435,3.09868803024292,4.890516784481867,0
PcsCompu_ee:d4:3c,0.0,4.0,240.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,3.051213026046753,17.187824964523315,8.751543601353964,6.08687217487888,0.0,0.0,0.0,0.0,0
PcsCompu_f6:b8:78,2.0,11.0,660.0,84.0,60.0,60.0,60.0,42.0,0.0,0.0,0.8278753757476807,12.808696031570435,2.3499390125274657,3.513632705958733,12.808473110198975,12.808473110198975,12.808473110198975,0.0,0
fe80::2c51:b7cc:8a98:c06b,0.0,4.0,612.0,0.0,153.0,153.0,153.0,0.0,0.0,0.0,0.9966840744018555,4.00004506111145,2.332404057184855,1.2483784087981395,0.0,0.0,0.0,0.0,0
fe80::2d09:947f:ae6d:36b0,0.0,2.0,168.0,0.0,84.0,84.0,84.0,0.0,0.0,0.0,0.10249733924865723,0.10249733924865723,0.10249733924865723,0.0,0.0,0.0,0.0,0.0,0
fe80::d58e:a29a:c48:dd8f,0.0,1.0,153.0,0.0,153.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ff02::1:2,5.0,0.0,0.0,765.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966840744018555,4.00004506111145,2.4789780378341675,1.1105351341021077,0
ff02::1:3,2.0,0.0,0.0,168.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10249733924865723,0.10249733924865723,0.10249733924865723,0.0,0
