ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
0.768.1794,0.0,1.0,1044.0,0.0,1044.0,1044.0,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00090000.000007737669,1.0,0.0,0.0,719.0,0.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00:00:00_00:00:01,0.0,2.0,154.0,0.0,77.0,77.0,77.0,0.0,0.0,0.0,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,0.0,0.0,0.0,0.0,0.0,0
00:00:00_00:03:30,1.0,0.0,0.0,1514.0,0.0,0.0,0.0,1514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00:00:00_00:07:73,2.0,0.0,0.0,1512.0,0.0,0.0,0.0,756.0,0.0,48.08326112068523,0.0,0.0,0.0,0.0,10.94363284111023,10.94363284111023,10.94363284111023,0.0,0
00:00:00_01:07:73,1.0,0.0,0.0,1514.0,0.0,0.0,0.0,1514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
00:f2:00:00:00:01,0.0,2.0,2548.0,0.0,1034.0,1514.0,1274.0,0.0,339.4112549695428,0.0,0.00022602081298828125,0.00022602081298828125,0.00022602081298828125,0.0,0.0,0.0,0.0,0.0,0
00f20002.0008046a6b31,2.0,0.0,0.0,2348.0,0.0,0.0,0.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,24.523165702819824,24.523165702819824,24.523165702819824,0.0,0
02:63:7a:00:00:ff,2.0,0.0,0.0,1821.0,0.0,0.0,0.0,910.5,0.0,116.67261889578035,0.0,0.0,0.0,0.0,2.5157642364501953,2.5157642364501953,2.5157642364501953,0.0,0
02:73:65:00:00:ff,2.0,0.0,0.0,1274.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,0.0,0
02:7a:61:00:00:ff,0.0,1.0,1143.0,0.0,1143.0,1143.0,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0x6469,1.0,0.0,0.0,418.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
162.248.19.151,4.0,6.0,360.0,240.0,60.0,60.0,60.0,60.0,0.0,0.0,9.5367431640625e-07,10.0308837890625,4.012320327758789,4.91404830417031,9.5367431640625e-07,10.030843019485474,3.3436150550842285,4.728584240968434,0
167.17.3328,0.0,1.0,535.0,0.0,535.0,535.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
172.16.0.5,164.0,1445121.0,1829445557.0,46018.0,60.0,1514.0,1265.9462820068354,280.5975609756098,378.21689397807364,252.41060422028434,0.0,0.2666890621185303,2.075947550570046e-05,0.00023065205423427842,0.0,1.000293254852295,0.17791421574317604,0.29239253454761216,1
172.217.10.35,8.0,4.0,400.0,640.0,100.0,100.0,100.0,80.0,0.0,21.38089935299395,9.5367431640625e-07,0.00042366981506347656,0.00014193852742513022,0.00019921412773968482,0.0,0.24932599067687988,0.035640137536185126,0.0872368994421087,0
172.217.10.98,6.0,4.0,400.0,452.0,100.0,100.0,100.0,75.33333333333333,0.0,19.29421329483706,1.9073486328125e-06,0.24225282669067383,0.08075261116027832,0.11419789756566864,9.5367431640625e-07,0.2491769790649414,0.05670738220214844,0.09715025201349657,0
172.217.12.162,4.0,2.0,200.0,320.0,100.0,100.0,100.0,80.0,0.0,23.094010767585033,1.430511474609375e-06,1.430511474609375e-06,1.430511474609375e-06,0.0,9.5367431640625e-07,0.24942398071289062,0.08314228057861328,0.11757891775282016,0
172.217.7.10,4.0,2.0,200.0,320.0,100.0,100.0,100.0,80.0,0.0,23.094010767585033,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,0.0,0.0,0.24942779541015625,0.08314291636149089,0.11758116558474072,0
