ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
0.0.0.0,0.0,8.0,2736.0,0.0,342.0,342.0,342.0,0.0,0.0,0.0,2.801133155822754,15.02182149887085,7.468918936593192,3.610488834295298,0.0,0.0,0.0,0.0,0
104.36.115.113,2.0,2.0,120.0,120.0,60.0,60.0,60.0,60.0,0.0,0.0,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0.0,2.86102294921875e-06,2.86102294921875e-06,2.86102294921875e-06,0.0,0
104.88.52.29,4.0,4.0,290.0,240.0,60.0,85.0,72.5,60.0,14.433756729740644,0.0,9.5367431640625e-07,9.274482727050781e-05,3.170967102050781e-05,4.315881190259448e-05,9.5367431640625e-07,0.020965099334716797,0.006989320119222005,0.009882368263311712,0
172.16.0.5,374.0,69078.0,33075028.0,100904.0,60.0,714.0,478.806971828947,269.7967914438503,31.77626652091974,267.5815255294935,0.0,2.7109949588775635,0.0008524742669315201,0.023104418313158286,4.76837158203125e-07,2.71102237701416,0.15794373197785652,0.3385301229103268,1
172.217.10.102,28.0,16.0,1280.0,2124.0,60.0,100.0,80.0,75.85714285714286,20.65591117977289,17.64194136817418,0.0,54.12547969818115,3.624582370122274,13.49706646550192,7.152557373046875e-07,54.0832839012146,2.0151769585079617,10.211506021780394,0
172.217.10.110,12.0,6.0,440.0,930.0,60.0,100.0,73.33333333333333,77.5,20.655911179772882,19.009566969387713,9.5367431640625e-07,53.355262994766235,10.671054077148437,21.342104458808937,0.0,53.118829011917114,4.854202617298473,15.262759787542167,0
172.217.10.132,4.0,2.0,200.0,320.0,100.0,100.0,100.0,80.0,0.0,23.094010767585033,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,1.1920928955078125e-06,0.09339714050292969,0.031133731206258137,0.044026878938742,0
172.217.10.14,22.0,20.0,1308.0,1320.0,60.0,66.0,65.4,60.0,1.846761033753319,0.0,9.5367431640625e-07,10.046751022338867,2.6438827891098824,3.2565521189218916,9.5367431640625e-07,10.0467369556427,2.3920825776599703,3.1892542390813943,0
172.217.10.226,42.0,26.0,1892.0,3384.0,60.0,100.0,72.76923076923077,80.57142857142857,18.58237378228667,24.239800829439,9.5367431640625e-07,33.42225790023804,2.2152020359039306,7.173038622649166,9.5367431640625e-07,33.32881498336792,1.3517447041302193,5.671210822944605,0
172.217.10.35,24.0,12.0,880.0,1860.0,60.0,100.0,73.33333333333333,77.5,19.69463855669323,18.591723263674176,0.0,54.36923575401306,4.9426986954428935,15.63004339622523,9.5367431640625e-07,54.11682200431824,2.365713243899138,11.033491516830237,0
172.217.10.4,14.0,8.0,640.0,1062.0,60.0,100.0,80.0,75.85714285714286,21.38089935299395,17.978008544018202,9.5367431640625e-07,54.12311816215515,7.766834020614624,18.925062006772617,0.0,54.0799617767334,4.185351280065683,14.40348340886046,0
172.217.10.97,18.0,12.0,960.0,1382.0,60.0,100.0,80.0,76.77777777777777,20.88931871468374,18.558510194883496,0.0,34.436545848846436,4.942545934156938,10.89153082474436,0.0,34.34054493904114,3.200573444366455,9.046464691795356,0
172.217.10.98,32.0,22.0,2008.0,2770.0,60.0,172.0,91.27272727272727,86.5625,35.68403914007843,41.393421247592535,0.0,50.356791973114014,2.589054675329299,10.709740686322569,0.0,50.39360547065735,1.7552030624881867,8.902950000083978,0
172.217.12.138,4.0,2.0,200.0,320.0,100.0,100.0,100.0,80.0,0.0,23.094010767585033,3.0994415283203125e-06,3.0994415283203125e-06,3.0994415283203125e-06,0.0,2.6226043701171875e-06,0.04657435417175293,0.015526692072550455,0.021954012411197696,0
172.217.6.226,8.0,8.0,640.0,640.0,60.0,100.0,80.0,80.0,21.38089935299395,21.38089935299395,7.152557373046875e-07,0.00026154518127441406,3.828321184430804e-05,9.114718599692973e-05,9.5367431640625e-07,0.09349679946899414,0.01335770743233817,0.03271664732577304,0
172.217.7.10,16.0,10.0,760.0,1250.0,60.0,100.0,76.0,78.125,20.65591117977289,19.311050377094112,0.0,34.43633699417114,6.040915250778198,11.807284733172175,7.152557373046875e-07,34.34103035926819,3.6272900104522705,9.554873105330124,0
192.168.50.1,69078.0,374.0,100904.0,33075028.0,60.0,1139.0,269.7967914438503,478.806971828947,267.5815255294935,31.77626652091974,4.76837158203125e-07,2.71102237701416,0.15794373197785652,0.3385301229103268,0.0,2.7109949588775635,0.0008524742669315201,0.023104418313158286,0
192.168.50.253,0.0,24.0,2256.0,0.0,94.0,94.0,94.0,0.0,0.0,0.0,7.152557373046875e-07,9.49113416671753,2.0370422135228696,3.865441501122455,0.0,0.0,0.0,0.0,0
192.168.50.254,0.0,18.0,1692.0,0.0,94.0,94.0,94.0,0.0,0.0,0.0,9.5367431640625e-07,9.569979190826416,2.746933768777286,4.25662867677994,0.0,0.0,0.0,0.0,0
192.168.50.6,14.0,20.0,1280.0,968.0,60.0,100.0,64.0,69.14285714285714,12.311740225021849,13.352367366340495,1.9073486328125e-06,10.047514915466309,1.8183721617648476,3.283488738916088,1.9073486328125e-06,10.047571897506714,2.6543710781977725,3.682534088551126,0
192.168.50.7,52.0,60.0,4370.0,3932.0,60.0,100.0,72.83333333333333,75.61538461538461,18.488811703083844,17.630359116996694,7.152557373046875e-07,10.0467369556427,0.9753787032628464,2.4801150325950987,7.152557373046875e-07,10.046751022338867,1.1277579606748094,2.6429332024836363,0
192.168.50.8,98.0,172.0,13602.0,7700.0,60.0,229.0,79.0813953488372,78.57142857142857,25.365268475323532,24.731131514335964,0.0,49.38196039199829,0.3249780225474932,3.7693990204089,0.0,49.34243893623352,0.5728994841428147,4.988282274556781,0
224.0.0.5,42.0,0.0,0.0,3948.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,7.152557373046875e-07,7.933092355728149,1.1733719081413456,2.5332383135087153,0
23.194.142.15,12.0,8.0,610.0,930.0,60.0,100.0,76.25,77.5,18.273712579237188,19.009566969387713,9.5367431640625e-07,52.90104627609253,7.557338305882046,18.511491262443787,9.5367431640625e-07,52.82788896560669,4.811106139963323,15.184251903283531,0
255.255.255.255,8.0,0.0,0.0,2736.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,2.801133155822754,15.02182149887085,7.468918936593192,3.610488834295298,0
72.21.91.29,10.0,6.0,372.0,600.0,60.0,66.0,62.0,60.0,3.0983866769659336,0.0,1.9073486328125e-06,3.2269270420074463,1.1001223087310792,1.3806751379698368,1.9073486328125e-06,3.2268974781036377,0.6143040127224393,1.1576089980051352,0
::,0.0,4.0,396.0,0.0,86.0,110.0,99.0,0.0,12.806248474865697,0.0,0.020006418228149414,0.49598193168640137,0.24000310897827148,0.19597484144339253,0.0,0.0,0.0,0.0,0
Broadcast,4.0,0.0,0.0,240.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5367431640625e-07,8.106231689453125e-06,3.6557515462239585e-06,3.170957143030167e-06,0
