ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
147.32.84.165,5.0,12.0,1584.0,409.0,97.0,243.0,132.0,81.8,52.205886118852014,7.1554175279993775,8.58306884765625e-06,14.446659088134766,1.5896144346757368,4.089088857207168,0.03134799003601074,1.0037992000579834,0.7598052620887756,0.4205774212832942,1
147.32.84.191,0.0,2.0,486.0,0.0,243.0,243.0,243.0,0.0,0.0,0.0,7.867813110351562e-06,7.867813110351562e-06,7.867813110351562e-06,0.0,0.0,0.0,0.0,0.0,1
147.32.84.192,0.0,2.0,486.0,0.0,243.0,243.0,243.0,0.0,0.0,0.0,1.0728836059570312e-05,1.0728836059570312e-05,1.0728836059570312e-05,0.0,0.0,0.0,0.0,0.0,1
147.32.84.255,6.0,0.0,0.0,1458.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,7.867813110351562e-06,7.8265111446380615,1.837550973892212,3.0405334391732084,0
147.32.84.79,10.0,5.0,409.0,1098.0,69.0,85.0,81.8,109.8,7.1554175279993775,6.74619234169259,0.03134799003601074,1.0037992000579834,0.7598052620887756,0.4205774212832942,8.58306884765625e-06,1.0038161277770996,0.3376767370435927,0.47028951439932076,0
54:52:00:00:00:01,2.0,1.0,60.0,120.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0728836059570312e-05,1.0728836059570312e-05,1.0728836059570312e-05,0.0,0
Broadcast,3.0,0.0,0.0,180.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0013580322265625e-05,0.0005660057067871094,0.0002880096435546875,0.0002779960632324219,0
Cisco_db:19:c3,6.0,3.0,180.0,360.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0023102760314941406,0.0029888153076171875,0.002649545669555664,0.00033926963806152344,9.059906005859375e-06,0.002952098846435547,0.0010591983795166016,0.0013008224614114922,0
Giga-Byt_ec:bf:09,0.0,1.0,60.0,0.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_1f:65:4a,1.0,2.0,120.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,0.0,0.0,0.0,0.0,0.0,0
PcsCompu_b5:b7:19,2.0,6.0,360.0,120.0,60.0,60.0,60.0,60.0,0.0,0.0,9.059906005859375e-06,12.838369131088257,2.5677494049072265,5.1353098647605995,12.83904504776001,12.83904504776001,12.83904504776001,0.0,0
PcsCompu_e2:09:2d,1.0,2.0,120.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,9.775161743164062e-06,9.775161743164062e-06,9.775161743164062e-06,0.0,0.0,0.0,0.0,0.0,0
