ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
147.32.84.165,6,103941.0,110787518.0,1463,60.0,1066.0,1065.869271990841,243.83333333333334,11.288118739024188,194.0210469682778,0.0,0.06030464172363281,0.00010089096666093467,0.0006182506499731094,0.06651687622070312,0.2725861072540283,0.1669248104095459,0.07013167034786155,1
147.32.84.191,5,106812.0,113850016.0,1403,60.0,1066.0,1065.8916226641202,280.6,10.249462330698854,169.87878031113834,0.0,0.03642678260803223,9.763740258620833e-05,0.0005319200190278951,0.07583832740783691,0.3758049011230469,0.21427005529403687,0.10789948535466268,1
147.32.84.192,4,73173.0,77994500.0,997,60.0,1066.0,1065.891790687822,249.25,10.352609911930154,178.4719865973369,0.0,0.08909893035888672,0.00014239380855306935,0.0013092399467106064,0.0884389877319336,0.5837352275848389,0.2924586931864421,0.21140783169207003,1
147.32.84.193,5,115478.0,123089618.0,1405,60.0,1066.0,1065.9140095949012,281.0,9.243395322419175,171.4453265621434,0.0,0.048007965087890625,9.0213186865146e-05,0.0004230928061422536,0.08309578895568848,0.4178030490875244,0.2135089635848999,0.12402682422990029,1
147.32.84.204,5,124848.0,133078038.0,1404,60.0,1066.0,1065.9204632833525,280.8,8.889792594882326,208.1158331314559,0.0,0.0741567611694336,8.387181460339389e-05,0.0004043585664786073,0.07510781288146973,0.4442880153656006,0.20749473571777344,0.14100792924519792,1
147.32.84.205,11,88078.0,93870152.0,1776,60.0,1066.0,1065.761620381934,161.45454545454547,15.439135165754895,203.6488957182747,0.0,29.76945209503174,0.0006500785559801894,0.10617903283007125,0.06676983833312988,29.769200801849365,4.761951494216919,8.754671026766033,1
147.32.84.206,5,61830.0,65900850.0,1404,60.0,1066.0,1065.8393983503154,280.8,12.63184697374893,208.1158331314559,0.0,0.07048392295837402,0.00016932020591651066,0.0016128818261645402,0.08168792724609375,0.3653857707977295,0.21175241470336914,0.10229144297775425,1
147.32.84.207,2,99120.0,105656014.0,1125,60.0,1066.0,1065.9404156577884,562.5,7.661901175081467,598.9194436650057,0.0,0.04561185836791992,0.00010196307684968489,0.0005235254131030881,0.1699988842010498,0.1699988842010498,0.1699988842010498,0.0,1
147.32.84.208,3,82823.0,88283412.0,1296,60.0,1066.0,1065.9286913055553,432.0,8.381843756605843,480.0447895769727,0.0,0.12270879745483398,0.00012191634019142974,0.001223452049607772,0.18004107475280762,0.49158191680908203,0.3358114957809448,0.1557704210281372,1
147.32.84.209,5,81016.0,86353126.0,1404,60.0,1066.0,1065.8774316184458,280.8,11.035412241828727,205.99077649254104,0.0,0.04891705513000488,0.0001285577080819678,0.0007548897167580312,0.08397412300109863,0.33432960510253906,0.22405868768692017,0.09160703523198316,1
147.32.84.255,4,0.0,0.0,972,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76837158203125e-06,1.0894372463226318,0.36314964294433594,0.5135628894412658,0
147.32.96.69,937012,0.0,0.0,998854792,0.0,0.0,0.0,1066.0,0.0,1.141386373862159e-05,0.0,0.0,0.0,0.0,0.0,0.03642678260803223,1.1191643581392967e-05,6.16689818979773e-05,0
211.95.79.224,11,6.0,372.0,660,62.0,62.0,62.0,60.0,0.0,0.0,0.8551080226898193,8.157926082611084,3.4001906394958494,3.128908329869175,5.0067901611328125e-06,8.1579749584198,1.700094223022461,2.7902275550960467,0
213.179.58.83,18,9.0,2402.0,1340,139.0,524.0,266.8888888888889,74.44444444444444,164.07730224230014,27.8065210765224,0.00015163421630859375,0.4178030490875244,0.10969096422195435,0.13520330905706177,9.5367431640625e-07,0.3884751796722412,0.06073483298806583,0.10787707149124673,0
213.232.93.3,20,10.0,2807.0,1460,139.0,635.0,280.7,73.0,178.00252807193496,26.675437154214006,0.005272626876831055,0.329056978225708,0.10017967224121094,0.10725433076468757,0.0,0.36237287521362305,0.053754681035092004,0.09265180434055285,0
213.92.8.4,10,5.0,1404.0,730,139.0,640.0,280.8,73.0,208.1158331314559,27.406406388125955,0.07510781288146973,0.4442880153656006,0.20749473571777344,0.14100792924519792,5.0067901611328125e-06,0.40282106399536133,0.10738346311781141,0.13669086345559991,0
216.155.130.130,6,3.0,1296.0,490,139.0,986.0,432.0,81.66666666666667,480.0447895769727,33.565855667130954,0.18004107475280762,0.49158191680908203,0.3358114957809448,0.1557704210281372,8.106231689453125e-06,0.4911172389984131,0.15718560218811034,0.2022617464066969,0
38.229.70.20,6,2.0,1125.0,490,139.0,986.0,562.5,81.66666666666667,598.9194436650057,33.565855667130954,0.1699988842010498,0.1699988842010498,0.1699988842010498,0.0,1.9073486328125e-06,0.30176424980163574,0.1125974178314209,0.13849397845076064,0
