ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
02:40:62:80:91:b4,1.0,29.0,1218.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.6249790191650391,9.555272817611694,1.8992658938680376,1.9958155448390853,0.0,0.0,0.0,0.0,0
02:40:be:fe:61:8a,1.0,40.0,1680.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.23551511764526367,4.40618109703064,1.4642999233343663,1.1061165377553435,0.0,0.0,0.0,0.0,0
02:41:a8:bc:a6:7a,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,6.055083274841309,6.055083274841309,6.055083274841309,0.0,0.0,0.0,0.0,0.0,0
02:42:32:da:7f:5e,1.0,20.0,840.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.5311777591705322,18.64008617401123,2.3436918384150456,4.037061970284269,0.0,0.0,0.0,0.0,0
02:42:5d:ea:45:32,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,31.410515069961548,31.410515069961548,31.410515069961548,0.0,0.0,0.0,0.0,0.0,0
02:42:66:d8:1b:0c,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,18.327564001083374,18.327564001083374,18.327564001083374,0.0,0.0,0.0,0.0,0.0,0
02:42:9c:81:54:ec,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,1.8516356945037842,1.8516356945037842,1.8516356945037842,0.0,0.0,0.0,0.0,0.0,0
02:42:bd:d6:21:38,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,31.38861107826233,31.38861107826233,31.38861107826233,0.0,0.0,0.0,0.0,0.0,0
02:42:d5:f8:be:58,1.0,35.0,1470.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.4000840187072754,8.265739917755127,1.4824862550286686,1.5113988096406707,0.0,0.0,0.0,0.0,0
02:43:50:4f:98:b4,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,2.5611581802368164,2.5611581802368164,2.5611581802368164,0.0,0.0,0.0,0.0,0.0,0
02:44:ae:45:f1:40,1.0,35.0,1470.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.1065831184387207,14.375036001205444,1.663555250448339,2.4992002601788874,0.0,0.0,0.0,0.0,0
02:45:12:b5:eb:18,195.0,195.0,10920.0,8190.0,56.0,56.0,56.0,42.0,0.0,0.0,0.000965118408203125,3.4242188930511475,0.3052955239089494,0.4470865567402691,0.0009658336639404297,3.4243972301483154,0.3052955448012991,0.4470977649450356,0
02:45:5d:f6:1f:88,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,45.46197319030762,45.46197319030762,45.46197319030762,0.0,0.0,0.0,0.0,0.0,0
02:45:b7:8e:d3:a4,1.0,22.0,924.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.3120880126953125,25.963243007659912,2.6904456728980657,5.392143342219723,0.0,0.0,0.0,0.0,0
02:45:cf:bf:5e:62,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,23.196240186691284,23.196240186691284,23.196240186691284,0.0,0.0,0.0,0.0,0.0,0
