ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
02:40:62:80:91:b4,1.0,40.0,1680.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0017294883728027344,4.109323501586914,1.287842285938752,0.8847787445594397,0.0,0.0,0.0,0.0,0
02:40:be:fe:61:8a,1.0,28.0,1176.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.5155518054962158,14.060898065567017,1.8954276685361509,2.573819075118731,0.0,0.0,0.0,0.0,0
02:41:a8:bc:a6:7a,2.0,3.0,126.0,112.0,42.0,42.0,42.0,56.0,0.0,0.0,2.471925973892212,13.361576795578003,7.916751384735107,5.4448254108428955,2.472121238708496,2.472121238708496,2.472121238708496,0.0,0
02:42:32:da:7f:5e,1.0,42.0,1764.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.055817365646362305,4.2499473094940186,1.3924970568680182,1.090534852449879,0.0,0.0,0.0,0.0,0
02:42:5d:ea:45:32,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,28.317177534103394,28.317177534103394,28.317177534103394,0.0,0.0,0.0,0.0,0.0,0
02:42:66:d8:1b:0c,1.0,3.0,126.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,14.769430875778198,41.54941534996033,28.159423112869263,13.389992237091064,0.0,0.0,0.0,0.0,0
02:42:9c:81:54:ec,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,8.16576099395752,8.16576099395752,8.16576099395752,0.0,0.0,0.0,0.0,0.0,0
02:42:bd:d6:21:38,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,28.268457889556885,28.268457889556885,28.268457889556885,0.0,0.0,0.0,0.0,0.0,0
02:42:d5:f8:be:58,1.0,35.0,1470.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.4237685203552246,3.5623769760131836,1.3283235255409689,0.9327464287653202,0.0,0.0,0.0,0.0,0
02:43:50:4f:98:b4,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.9501872062683105,0.9501872062683105,0.9501872062683105,0.0,0.0,0.0,0.0,0.0,0
02:44:ae:45:f1:40,1.0,44.0,1848.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.3027946949005127,4.124911785125732,1.267578496489414,0.8971709373448276,0.0,0.0,0.0,0.0,0
02:45:12:b5:eb:18,200.0,200.0,11200.0,8400.0,56.0,56.0,56.0,42.0,0.0,0.0,0.0003199577331542969,3.992448091506958,0.3000557590369603,0.49782430943113276,0.00031876564025878906,3.992440938949585,0.30005579378137637,0.49781882566468527,0
02:45:5d:f6:1f:88,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,25.326638221740723,25.326638221740723,25.326638221740723,0.0,0.0,0.0,0.0,0.0,0
02:45:b7:8e:d3:a4,1.0,22.0,924.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.5673632621765137,18.843907833099365,2.0746123790740967,3.8266586518278842,0.0,0.0,0.0,0.0,0
02:45:cf:bf:5e:62,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,8.395364046096802,8.395364046096802,8.395364046096802,0.0,0.0,0.0,0.0,0.0,0
02:46:30:b8:4c:ca,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,4.721199989318848,4.721199989318848,4.721199989318848,0.0,0.0,0.0,0.0,0.0,0
02:46:70:70:d2:3c,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,19.3972909450531,19.3972909450531,19.3972909450531,0.0,0.0,0.0,0.0,0.0,0
02:46:a9:1b:b9:14,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,32.875051736831665,32.875051736831665,32.875051736831665,0.0,0.0,0.0,0.0,0.0,0
02:47:22:e4:64:02,1.0,43.0,1806.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.3043100833892822,5.000290155410767,1.4103190785362607,1.1580022861945112,0.0,0.0,0.0,0.0,0
02:47:4a:e2:b1:2c,1.0,3.0,126.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,15.977161169052124,40.339576721191406,28.158368945121765,12.181207776069641,0.0,0.0,0.0,0.0,0
02:48:57:f8:81:04,1.0,32.0,1344.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.4392669200897217,14.986024141311646,1.8870202572115007,2.7496187264527654,0.0,0.0,0.0,0.0,0
02:49:60:53:39:02,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,15.867589712142944,15.867589712142944,15.867589712142944,0.0,0.0,0.0,0.0,0.0,0
02:49:d7:6d:bd:08,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,3.1703760623931885,3.1703760623931885,3.1703760623931885,0.0,0.0,0.0,0.0,0.0,0
02:4b:75:67:2d:58,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,35.944567918777466,35.944567918777466,35.944567918777466,0.0,0.0,0.0,0.0,0.0,0
02:4b:ab:f8:a0:08,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,36.291518688201904,36.291518688201904,36.291518688201904,0.0,0.0,0.0,0.0,0.0,0
02:4d:da:40:46:d8,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,23.967881202697754,23.967881202697754,23.967881202697754,0.0,0.0,0.0,0.0,0.0,0
02:4e:33:d2:e4:ba,1.0,3.0,126.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,13.62228536605835,42.69831609725952,28.160300731658936,14.538015365600586,0.0,0.0,0.0,0.0,0
02:4e:35:66:71:fa,1.0,21.0,882.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.05800366401672363,17.242454051971436,2.3748988628387453,3.832993828918113,0.0,0.0,0.0,0.0,0
02:4e:48:fa:b3:26,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,24.203858137130737,24.203858137130737,24.203858137130737,0.0,0.0,0.0,0.0,0.0,0
02:4e:c8:e9:da:6e,0.0,1.0,42.0,0.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:4e:eb:22:9e:3e,1.0,38.0,1596.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.09349894523620605,6.109568119049072,1.4551916509061247,1.3047592896000542,0.0,0.0,0.0,0.0,0
02:4f:b7:cb:56:dc,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,31.244151830673218,31.244151830673218,31.244151830673218,0.0,0.0,0.0,0.0,0.0,0
02:4f:df:6d:35:fa,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,36.63168692588806,36.63168692588806,36.63168692588806,0.0,0.0,0.0,0.0,0.0,0
02:50:82:e3:8e:22,2.0,3.0,126.0,112.0,42.0,42.0,42.0,56.0,0.0,0.0,3.706988573074341,17.38264536857605,10.544816970825195,6.8378283977508545,21.089454174041748,21.089454174041748,21.089454174041748,0.0,0
02:50:f7:0c:95:e6,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.2542076110839844,0.2542076110839844,0.2542076110839844,0.0,0.0,0.0,0.0,0.0,0
02:51:5f:f8:b3:76,1.0,41.0,1722.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.44168877601623535,4.359243869781494,1.3194989502429961,0.9125067111941083,0.0,0.0,0.0,0.0,0
02:53:49:05:5c:c0,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,14.056452989578247,14.056452989578247,14.056452989578247,0.0,0.0,0.0,0.0,0.0,0
02:53:cb:c3:1c:9e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,3.721252918243408,3.721252918243408,3.721252918243408,0.0,0.0,0.0,0.0,0.0,0
02:54:28:fa:62:d0,1.0,33.0,1386.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.2959153652191162,3.719264268875122,1.3853990510106087,1.065967308914391,0.0,0.0,0.0,0.0,0
02:54:68:62:70:4e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,25.460819005966187,25.460819005966187,25.460819005966187,0.0,0.0,0.0,0.0,0.0,0
02:54:7f:99:0a:6a,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,35.99398398399353,35.99398398399353,35.99398398399353,0.0,0.0,0.0,0.0,0.0,0
02:56:09:65:98:f4,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,6.006248950958252,6.006248950958252,6.006248950958252,0.0,0.0,0.0,0.0,0.0,0
02:56:e3:32:cf:ce,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,11.803347826004028,11.803347826004028,11.803347826004028,0.0,0.0,0.0,0.0,0.0,0
02:57:67:59:68:9e,1.0,26.0,1092.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.16602826118469238,12.974551916122437,1.7791821193695068,2.5074445499834024,0.0,0.0,0.0,0.0,0
02:58:ff:58:12:28,0.0,1.0,42.0,0.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:59:08:cd:56:82,1.0,17.0,714.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.6562087535858154,15.827806234359741,2.4333645552396774,3.7016261961059076,0.0,0.0,0.0,0.0,0
02:59:8f:d1:ce:9c,1.0,35.0,1470.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.34932518005371094,3.7031807899475098,1.3262811057707842,0.9609700895269258,0.0,0.0,0.0,0.0,0
02:59:ba:2e:69:34,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,9.43509316444397,9.43509316444397,9.43509316444397,0.0,0.0,0.0,0.0,0.0,0
02:5c:22:b8:4e:54,1.0,16.0,672.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.781217098236084,16.393703937530518,3.163388951619466,5.072266611019284,0.0,0.0,0.0,0.0,0
02:5c:5c:ef:13:0e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,32.64113688468933,32.64113688468933,32.64113688468933,0.0,0.0,0.0,0.0,0.0,0
02:5d:0f:5f:63:58,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,32.203896045684814,32.203896045684814,32.203896045684814,0.0,0.0,0.0,0.0,0.0,0
02:5d:7d:66:ee:22,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,31.716248989105225,31.716248989105225,31.716248989105225,0.0,0.0,0.0,0.0,0.0,0
02:5e:50:88:ee:10,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,23.264522790908813,23.264522790908813,23.264522790908813,0.0,0.0,0.0,0.0,0.0,0
02:5e:5a:4e:2c:0e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,23.080145120620728,23.080145120620728,23.080145120620728,0.0,0.0,0.0,0.0,0.0,0
02:5e:a5:09:a3:9a,1.0,46.0,1932.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.22377967834472656,4.35932993888855,1.3190730465783014,0.9735815701652203,0.0,0.0,0.0,0.0,0
02:5e:bc:2f:3b:14,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,25.222952127456665,25.222952127456665,25.222952127456665,0.0,0.0,0.0,0.0,0.0,0
02:5e:fc:79:f8:b4,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.6380376815795898,0.6380376815795898,0.6380376815795898,0.0,0.0,0.0,0.0,0.0,0
02:5f:28:d0:2a:26,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,10.332557916641235,10.332557916641235,10.332557916641235,0.0,0.0,0.0,0.0,0.0,0
02:60:14:27:af:3e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,28.436172246932983,28.436172246932983,28.436172246932983,0.0,0.0,0.0,0.0,0.0,0
02:60:18:74:3c:5a,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,35.35435605049133,35.35435605049133,35.35435605049133,0.0,0.0,0.0,0.0,0.0,0
02:60:39:a6:51:3e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,28.52383518218994,28.52383518218994,28.52383518218994,0.0,0.0,0.0,0.0,0.0,0
02:61:0a:41:a1:2a,1.0,3.0,126.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,16.57617712020874,39.74382495880127,28.160001039505005,11.583823919296265,0.0,0.0,0.0,0.0,0
02:61:0e:bc:70:50,1.0,17.0,714.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.5616741180419922,18.38186764717102,2.9608152955770493,4.853464566456174,0.0,0.0,0.0,0.0,0
02:61:e2:f2:30:ca,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,7.828740119934082,7.828740119934082,7.828740119934082,0.0,0.0,0.0,0.0,0.0,0
02:62:a9:6f:87:18,2.0,3.0,126.0,112.0,42.0,42.0,42.0,56.0,0.0,0.0,2.4515819549560547,6.298248052597046,4.37491500377655,1.9233330488204956,8.749970197677612,8.749970197677612,8.749970197677612,0.0,0
02:62:e5:bd:92:c2,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,3.702800989151001,3.702800989151001,3.702800989151001,0.0,0.0,0.0,0.0,0.0,0
02:62:f9:eb:5c:1a,1.0,3.0,126.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,15.363930940628052,40.952821254730225,28.158376097679138,12.794445157051086,0.0,0.0,0.0,0.0,0
02:63:2e:88:88:38,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,2.9718775749206543,2.9718775749206543,2.9718775749206543,0.0,0.0,0.0,0.0,0.0,0
02:63:54:af:25:d6,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,9.996293067932129,9.996293067932129,9.996293067932129,0.0,0.0,0.0,0.0,0.0,0
02:64:c9:a0:05:d2,1.0,39.0,1638.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.5155551433563232,3.796732187271118,1.4999442853425677,0.981647994120033,0.0,0.0,0.0,0.0,0
02:64:eb:50:2d:66,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,5.430864095687866,5.430864095687866,5.430864095687866,0.0,0.0,0.0,0.0,0.0,0
02:66:5f:3e:67:92,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,22.256887435913086,22.256887435913086,22.256887435913086,0.0,0.0,0.0,0.0,0.0,0
02:66:63:c4:26:5c,2.0,3.0,126.0,112.0,42.0,42.0,42.0,56.0,0.0,0.0,11.01637053489685,21.621309995651245,16.318840265274048,5.302469730377197,32.63755488395691,32.63755488395691,32.63755488395691,0.0,0
02:67:9c:33:1a:22,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,3.0018348693847656,3.0018348693847656,3.0018348693847656,0.0,0.0,0.0,0.0,0.0,0
02:67:f2:f3:49:8a,0.0,1.0,42.0,0.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:68:3f:ea:38:ac,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.7207577228546143,0.7207577228546143,0.7207577228546143,0.0,0.0,0.0,0.0,0.0,0
02:68:63:3b:d7:4c,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,6.1438329219818115,6.1438329219818115,6.1438329219818115,0.0,0.0,0.0,0.0,0.0,0
02:68:ab:bd:c0:c6,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,30.238727807998657,30.238727807998657,30.238727807998657,0.0,0.0,0.0,0.0,0.0,0
02:69:1b:df:59:0e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.37568116188049316,0.37568116188049316,0.37568116188049316,0.0,0.0,0.0,0.0,0.0,0
02:69:2e:d2:e4:be,1.0,24.0,1008.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.5936954021453857,15.87975287437439,2.2173500475676162,3.1870604895825934,0.0,0.0,0.0,0.0,0
02:69:50:f5:f7:74,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,1.9980082511901855,1.9980082511901855,1.9980082511901855,0.0,0.0,0.0,0.0,0.0,0
02:6a:80:a1:20:9e,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,6.232331037521362,6.232331037521362,6.232331037521362,0.0,0.0,0.0,0.0,0.0,0
02:6a:aa:b2:97:8a,1.0,30.0,1260.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.31702208518981934,12.444390058517456,1.6842103826588597,2.209153782757279,0.0,0.0,0.0,0.0,0
02:6b:26:a6:f1:4a,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,1.0762434005737305,1.0762434005737305,1.0762434005737305,0.0,0.0,0.0,0.0,0.0,0
02:6b:c1:15:35:c8,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,33.54435920715332,33.54435920715332,33.54435920715332,0.0,0.0,0.0,0.0,0.0,0
02:6b:cf:10:e4:30,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,8.923732042312622,8.923732042312622,8.923732042312622,0.0,0.0,0.0,0.0,0.0,0
02:6c:71:8b:7c:0c,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,24.97238326072693,24.97238326072693,24.97238326072693,0.0,0.0,0.0,0.0,0.0,0
02:6d:24:60:ae:08,1.0,20.0,840.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.4337289333343506,31.733765125274658,2.9539704071848014,6.8563778014126076,0.0,0.0,0.0,0.0,0
