ip,Rpc,Spc,Tss,Tsr,Smin,Smax,Savg,Ravg,Svar,Rvar,SITmin,SITmax,SITavg,SITvar,RITmin,RITmax,RITavg,RITvar,isBot
02:40:62:80:91:b4,1.0,7.0,294.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.8124809265136719,9.292369842529297,2.353346824645996,3.105749798547537,0.0,0.0,0.0,0.0,0
02:40:be:fe:61:8a,1.0,8.0,336.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.7186825275421143,13.6853768825531,2.7856342451913014,4.453487987932158,0.0,0.0,0.0,0.0,0
02:41:a8:bc:a6:7a,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,14.840724229812622,14.840724229812622,14.840724229812622,0.0,0.0,0.0,0.0,0.0,0
02:42:32:da:7f:5e,1.0,10.0,420.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.6874604225158691,3.3124444484710693,1.4022269248962402,0.9263460804227203,0.0,0.0,0.0,0.0,0
02:42:5d:ea:45:32,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:42:66:d8:1b:0c,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:42:9c:81:54:ec,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,5.1175923347473145,5.1175923347473145,5.1175923347473145,0.0,0.0,0.0,0.0,0.0,0
02:42:bd:d6:21:38,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:42:d5:f8:be:58,1.0,8.0,336.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.7499330043792725,2.659799098968506,1.251140798841204,0.609980924530582,0.0,0.0,0.0,0.0,0
02:43:50:4f:98:b4,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,1.1190099716186523,1.1190099716186523,1.1190099716186523,0.0,0.0,0.0,0.0,0.0,0
02:44:ae:45:f1:40,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:45:12:b5:eb:18,139.0,139.0,7784.0,5838.0,56.0,56.0,56.0,42.0,0.0,0.0,0.0001697540283203125,1.9044241905212402,0.2007093740546185,0.3180677966161945,0.0001628398895263672,1.9044275283813477,0.20070940342502316,0.31806394318459713,0
02:45:5d:f6:1f:88,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:45:b7:8e:d3:a4,1.0,26.0,1092.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.7031185626983643,4.078124761581421,1.1506177520751952,0.6254482649454849,0.0,0.0,0.0,0.0,0
02:45:cf:bf:5e:62,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,16.44018316268921,16.44018316268921,16.44018316268921,0.0,0.0,0.0,0.0,0.0,0
02:46:30:b8:4c:ca,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,3.969334840774536,3.969334840774536,3.969334840774536,0.0,0.0,0.0,0.0,0.0,0
02:46:70:70:d2:3c,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:46:a9:1b:b9:14,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:47:22:e4:64:02,1.0,10.0,420.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.05192685127258301,3.140650987625122,1.1070839828915067,0.7762590571043556,0.0,0.0,0.0,0.0,0
02:47:4a:e2:b1:2c,1.0,1.0,42.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
02:48:57:f8:81:04,1.0,20.0,840.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.5624740123748779,3.937337875366211,1.5525705186944259,1.1175680713289542,0.0,0.0,0.0,0.0,0
02:49:60:53:39:02,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,0.9902052879333496,0.9902052879333496,0.9902052879333496,0.0,0.0,0.0,0.0,0.0,0
02:49:d7:6d:bd:08,1.0,2.0,84.0,56.0,42.0,42.0,42.0,56.0,0.0,0.0,3.336616039276123,3.336616039276123,3.336616039276123,0.0,0.0,0.0,0.0,0.0,0
